"jurisdiction","jurisdiction_code","indicator_id","indicator_text","points_possible","answer","points_awarded","source_url","source_title","source_type","source_date","accessed_date","evidence_quote","protocol_step","note"
"Michigan","MI","I3","Is there a named statewide employee award program with a public web page?","20","COULDNT_CHECK","0","NONE","NONE","NONE","UNDATED","2026-07-31","MISSING","1","Every michigan.gov and scprod.michigan.gov URL attempted across all three indicators returned HTTP 403 - civil service rules, regulations, employee benefits pages and the Employee Service Program. No named statewide award program could be confirmed. Michigan is COULDNT_CHECK on I1, I2 and I3 for a single reason: total domain refusal."
"Minnesota","MN","I3","Is there a named statewide employee award program with a public web page?","20","NO","0","https://mn.gov/mmb/employee-relations/laws-policies-and-rules/statewide-hr-policies/","Minnesota MMB - Statewide HR policies (no named statewide award program)","OFFICIAL","UNDATED","2026-07-31","No named statewide employee award program identified at MMB or the Governor's office","1","Searched MMB, the Governor's office and Secretary of State proclamations. What exists is HR/LR Policy 1420 Employee Recognition and Achievement Awards (a policy, blocked from reading) and agency-level programs such as MnDOT's Achievement Award and Above and Beyond Program and DOC policy 103.0195 - agency-specific, so rejected by the scope trap. The Governor's Safety Award is run by the Minnesota Safety Council and honors employers, not state employees. Minnesota also repealed its gainsharing statute in 2025 (I1 NO)."
"Mississippi","MS","I3","Is there a named statewide employee award program with a public web page?","20","YES","20","https://www.mspb.ms.gov/state-agency-resources/employee-awards","Excellence in Government Awards and Longevity Service Awards - State Personnel Board","OFFICIAL","UNDATED","2026-07-31","""Employees with 10, 20, or 30 years may be recognized with a certificate and service pin""","4","Two named statewide programs on the State Personnel Board's page, with an annual nomination cycle closing September 1 and rules at 27 Miss. Admin. Code 110 Ch. 7.6. Scope re-checked at I1: awards reach individual employees, not only governmental entities."
"Missouri","MO","I3","Is there a named statewide employee award program with a public web page?","20","YES","20","https://training.oa.mo.gov/erp/","Governor's Award for Quality and Productivity (GAQP) - Governor's Advisory Council on Quality and Productivity","OFFICIAL","1988","2026-07-31","""The GAQP is a team award recognizing service excellence, efficiency, innovation, process improvement, and employee ingenuity within Missouri state government""","1","Named statewide program established 1988, administered by the Governor's Advisory Council on Quality and Productivity through the Office of Administration's Division of Personnel, with three categories: Customer Service, Efficiency/Process Improvement and Innovation. Missouri also runs the Show Me Challenge, a statewide employee idea competition."
"Montana","MT","I3","Is there a named statewide employee award program with a public web page?","20","YES","20","https://doa.mt.gov/SHRD/gov-awards","Governor's Awards for Excellence in Performance - State Human Resources Division","OFFICIAL","UNDATED","2026-07-31","""the Governor's Awards for Excellence in Performance is a statewide program to honor and recognize the exceptional accomplishments of outstanding state employees""","4","Named statewide program running since 1990 with a public SHRD page, nomination criteria and a June deadline; 2025 recognized 259 employees plus 4 Governor's Outstanding Service Award recipients. Directly contradicts the audit-era finding that Montana had the weakest recognition infrastructure in the country at D5 19.0."
"Nebraska","NE","I3","Is there a named statewide employee award program with a public web page?","20","YES","20","https://das.nebraska.gov/personnel/suggestion.html","State of Nebraska Suggestion System - DAS State Personnel","OFFICIAL","UNDATED","2026-07-31","""an award of up to 10% of the first year's dollar cost savings or benefits resulting from the adoption of your suggestion. The maximum award amount is $6,000""","4","Named statewide program with a public DAS page. IMPORTANT TENSION with I1: the enabling statutes (Neb. Rev. Stat. 81-1346 and 81-1352) were repealed by Laws 2026 LB1048, which also eliminated the Suggestion Award Board, yet the program page remains published with award amounts. Either the page is stale or the program survives administratively - worth a direct check with DAS before publishing."
"Nevada","NV","I3","Is there a named statewide employee award program with a public web page?","20","YES","20","https://hr.nv.gov/Boards/MeritAward/Merit_Award_Board/","Merit Award Program / Good Government, Great Employees Award - Division of Human Resource Management","OFFICIAL","1967","2026-07-31","""The program was created in 1967 to reward people for money-saving ideas and to recognize efforts and contributions""","4","Named statewide program dating to 1967 with a public DHRM page and a published suggestion matrix, governed by NRS Chapter 285 - an entire statutory chapter titled Awards to State Employees - and funded through a dedicated Merit Award Account."
"New Hampshire","NH","I3","Is there a named statewide employee award program with a public web page?","20","COULDNT_CHECK","0","NONE","NONE","NONE","UNDATED","2026-07-31","MISSING","4","New Hampshire has a named statewide program - the State Employee Suggestion and Extraordinary Service Award (SESA), funded at $10,000 a year in the Governor's Office, with departmental award evaluation committees and final determination by the Governor and Executive Council - but das.nh.gov/hr/employee-suggestion.aspx returned HTTP 403 on both I2 and I3 attempts. Named and well attested; never read."
"New Jersey","NJ","I3","Is there a named statewide employee award program with a public web page?","20","YES","20","https://www.insidernj.com/press-release/state-new-jersey-recognizes-public-employee-awardees/","State Employee Recognition Day Governor's Awards - NJ Civil Service Commission","NEWS","UNDATED","2026-07-31","""Excellence in public service can take many forms and public engagement is essential to building community and stimulating real change""","1","Named statewide program run by the Civil Service Commission with five award categories: Innovation and Efficiency, Leadership/Professional Achievement, NJ Award of Heroism, Governor's Team of Excellence Award and Community Service Award, presented at an annual ceremony at the Patriots Theater. Scored from a published state press release carried verbatim by a news outlet because nj.gov/csc's own recognition page returned HTTP 404 and its ceremony PDFs returned undecodable binary. NEWS earns full points under the spec."
"New Mexico","NM","I3","Is there a named statewide employee award program with a public web page?","20","NO","0","https://www.spo.state.nm.us/sonm-employees/","New Mexico State Personnel Office - SoNM Employees (no named award program)","OFFICIAL","UNDATED","2026-07-31","No named statewide employee award program appears at SPO or the Governor's office","1","Searched SPO and the Governor's office. New Mexico's Governor's Awards for Excellence are in the ARTS, administered by Cultural Affairs - wrong population. The state's employee-award instrument is 1.7.4.18 NMAC Government Cost Savings Incentive Awards (scored for I1 and, after the rule change, I2), which authorizes agency cash awards with board approval but has no program identity or program page."
