jurisdiction,indicator,raw_value,raw_unit,reference_year,source_id,source_url,source_file,locator,status,verification_method,verification_result,extracted_at,notes
North Carolina,I2_MARKET_POSITION,69141,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 37000 North Carolina -- Statewide.csv :: CSV data row 732, column 'avg_annual_pay' (area_fips=37000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='North Carolina -- Statewide', own_title='Private', annual_avg_emplvl=4184582, annual_avg_wkly_wage=1330, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 69141.0 in [30000, 130000]."
North Dakota,I2_MARKET_POSITION,67001,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 38000 North Dakota -- Statewide.csv :: CSV data row 636, column 'avg_annual_pay' (area_fips=38000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='North Dakota -- Statewide', own_title='Private', annual_avg_emplvl=354071, annual_avg_wkly_wage=1288, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 67001.0 in [30000, 130000]."
Ohio,I2_MARKET_POSITION,65533,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 39000 Ohio -- Statewide.csv :: CSV data row 857, column 'avg_annual_pay' (area_fips=39000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Ohio -- Statewide', own_title='Private', annual_avg_emplvl=4784025, annual_avg_wkly_wage=1260, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 65533.0 in [30000, 130000]."
Oklahoma,I2_MARKET_POSITION,58364,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 40000 Oklahoma -- Statewide.csv :: CSV data row 851, column 'avg_annual_pay' (area_fips=40000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Oklahoma -- Statewide', own_title='Private', annual_avg_emplvl=1355649, annual_avg_wkly_wage=1122, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 58364.0 in [30000, 130000]."
Oregon,I2_MARKET_POSITION,69891,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 41000 Oregon -- Statewide.csv :: CSV data row 864, column 'avg_annual_pay' (area_fips=41000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Oregon -- Statewide', own_title='Private', annual_avg_emplvl=1701612, annual_avg_wkly_wage=1344, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 69891.0 in [30000, 130000]."
Pennsylvania,I2_MARKET_POSITION,71760,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 42000 Pennsylvania -- Statewide.csv :: CSV data row 694, column 'avg_annual_pay' (area_fips=42000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Pennsylvania -- Statewide', own_title='Private', annual_avg_emplvl=5345984, annual_avg_wkly_wage=1380, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 71760.0 in [30000, 130000]."
Rhode Island,I2_MARKET_POSITION,66500,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 44000 Rhode Island -- Statewide.csv :: CSV data row 418, column 'avg_annual_pay' (area_fips=44000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Rhode Island -- Statewide', own_title='Private', annual_avg_emplvl=433425, annual_avg_wkly_wage=1279, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 66500.0 in [30000, 130000]."
South Carolina,I2_MARKET_POSITION,60720,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 45000 South Carolina -- Statewide.csv :: CSV data row 676, column 'avg_annual_pay' (area_fips=45000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='South Carolina -- Statewide', own_title='Private', annual_avg_emplvl=1918314, annual_avg_wkly_wage=1168, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 60720.0 in [30000, 130000]."
South Dakota,I2_MARKET_POSITION,58673,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 46000 South Dakota -- Statewide.csv :: CSV data row 574, column 'avg_annual_pay' (area_fips=46000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='South Dakota -- Statewide', own_title='Private', annual_avg_emplvl=381950, annual_avg_wkly_wage=1128, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 58673.0 in [30000, 130000]."
Tennessee,I2_MARKET_POSITION,67904,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 47000 Tennessee -- Statewide.csv :: CSV data row 727, column 'avg_annual_pay' (area_fips=47000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Tennessee -- Statewide', own_title='Private', annual_avg_emplvl=2838835, annual_avg_wkly_wage=1306, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 67904.0 in [30000, 130000]."
Texas,I2_MARKET_POSITION,76727,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 48000 Texas -- Statewide.csv :: CSV data row 1038, column 'avg_annual_pay' (area_fips=48000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Texas -- Statewide', own_title='Private', annual_avg_emplvl=11910861, annual_avg_wkly_wage=1476, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 76727.0 in [30000, 130000]."
Utah,I2_MARKET_POSITION,66893,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 49000 Utah -- Statewide.csv :: CSV data row 710, column 'avg_annual_pay' (area_fips=49000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Utah -- Statewide', own_title='Private', annual_avg_emplvl=1451665, annual_avg_wkly_wage=1286, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 66893.0 in [30000, 130000]."
Vermont,I2_MARKET_POSITION,64004,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 50000 Vermont -- Statewide.csv :: CSV data row 438, column 'avg_annual_pay' (area_fips=50000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Vermont -- Statewide', own_title='Private', annual_avg_emplvl=255878, annual_avg_wkly_wage=1231, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 64004.0 in [30000, 130000]."
Virginia,I2_MARKET_POSITION,77660,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 51000 Virginia -- Statewide.csv :: CSV data row 943, column 'avg_annual_pay' (area_fips=51000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Virginia -- Statewide', own_title='Private', annual_avg_emplvl=3369001, annual_avg_wkly_wage=1493, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 77660.0 in [30000, 130000]."
Washington,I2_MARKET_POSITION,97041,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 53000 Washington -- Statewide.csv :: CSV data row 892, column 'avg_annual_pay' (area_fips=53000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Washington -- Statewide', own_title='Private', annual_avg_emplvl=3003097, annual_avg_wkly_wage=1866, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 97041.0 in [30000, 130000]."
West Virginia,I2_MARKET_POSITION,57700,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 54000 West Virginia -- Statewide.csv :: CSV data row 547, column 'avg_annual_pay' (area_fips=54000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='West Virginia -- Statewide', own_title='Private', annual_avg_emplvl=559911, annual_avg_wkly_wage=1110, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 57700.0 in [30000, 130000]."
Wisconsin,I2_MARKET_POSITION,63799,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 55000 Wisconsin -- Statewide.csv :: CSV data row 750, column 'avg_annual_pay' (area_fips=55000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Wisconsin -- Statewide', own_title='Private', annual_avg_emplvl=2557800, annual_avg_wkly_wage=1227, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 63799.0 in [30000, 130000]."
Wyoming,I2_MARKET_POSITION,61440,USD_annual,2024,QCEW24,https://www.bls.gov/cew/downloadable-data-files.htm,2024_annual_by_area.zip,"2024.annual.by_area/2024.annual 56000 Wyoming -- Statewide.csv :: CSV data row 572, column 'avg_annual_pay' (area_fips=56000, own_code=5, industry_code=10, agglvl_code=51)",FOUND,"M1 independent re-extraction (archive re-opened, member re-parsed); M2 range validation 30000-130000",VERIFIED,2026-08-04T19:24:49Z,"area_title='Wyoming -- Statewide', own_title='Private', annual_avg_emplvl=214502, annual_avg_wkly_wage=1182, disclosure_code='' (blank = not suppressed). Keyed on area_fips, NOT on a 'Statewide' filename filter. Denominator only - the I1/I2 ratio belongs to Phase 4 and is not computed in this phase. This value is read straight from the source column and is not obtained from any other quantity. M1=VERIFIED; M2=I2: 61440.0 in [30000, 130000]."
